[2022-08-29 18:20:38] [INFO    ] discord.client: logging in using static token
[2022-08-29 18:20:38] [DEBUG   ] discord.http: GET https://discord.com/api/v10/users/@me with None has returned 200
[2022-08-29 18:20:38] [DEBUG   ] discord.http: GET https://discord.com/api/v10/users/@me has received {'id': '1011045429808480276', 'username': 'Bot Template', 'avatar': '7e83a1f1deaf4e896b31bb928c79da2f', 'avatar_decoration': None, 'discriminator': '8022', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'banner_color': None, 'accent_color': None, 'bio': '', 'locale': 'en-US', 'mfa_enabled': False, 'email': None, 'verified': True}
[2022-08-29 18:20:38] [DEBUG   ] discord.http: GET https://discord.com/api/v10/oauth2/applications/@me with None has returned 200
[2022-08-29 18:20:38] [DEBUG   ] discord.http: GET https://discord.com/api/v10/oauth2/applications/@me has received {'id': '1011045429808480276', 'name': 'Bot Template', 'icon': None, 'description': '', 'summary': '', 'type': None, 'hook': True, 'bot_public': True, 'bot_require_code_grant': False, 'verify_key': '89e8a2e111a44a3a3dcc604647c02312fe1433d8731815e78590210d46714663', 'owner': {'id': '889675144400883733', 'username': 'trz', 'avatar': 'e9750bde046726abc873f2b7c8f221af', 'avatar_decoration': None, 'discriminator': '5725', 'public_flags': 256, 'flags': 256}, 'flags': 565248, 'team': None}
[2022-08-29 18:20:38] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway.discord.gg/
[2022-08-29 18:20:38] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-main-m2qx",{"micros":0.0}]']}}
[2022-08-29 18:20:38] [DEBUG   ] discord.gateway: Shard ID None has sent the IDENTIFY payload.
[2022-08-29 18:20:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2022-08-29 18:20:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'Bot Template', 'mfa_enabled': False, 'id': '1011045429808480276', 'flags': 0, 'email': None, 'discriminator': '8022', 'bot': True, 'avatar': '7e83a1f1deaf4e896b31bb928c79da2f'}, 'session_type': 'normal', 'session_id': '357ce379ce4b23c95a7bdd4cde2a775c', 'resume_gateway_url': 'wss://gateway.discord.gg/', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '960576355160952862'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['brazil', 'buenos-aires', 'santiago', 'southafrica', 'atlanta'], 'audio_context_settings': {}, 'application': {'id': '1011045429808480276', 'flags': 565248}, '_trace': ['["gateway-prd-main-m2qx",{"micros":98668,"calls":["id_created",{"micros":753,"calls":[]},"session_lookup_time",{"micros":345,"calls":[]},"session_lookup_finished",{"micros":18,"calls":[]},"discord-sessions-green-prd-2-176",{"micros":96566,"calls":["start_session",{"micros":74025,"calls":["discord-api-5dc44cfc8f-frr4s",{"micros":68766,"calls":["get_user",{"micros":15629},"get_guilds",{"micros":8081},"send_scheduled_deletion_message",{"micros":13},"guild_join_requests",{"micros":2},"authorized_ip_coro",{"micros":13}]}]},"starting_guild_connect",{"micros":33,"calls":[]},"presence_started",{"micros":343,"calls":[]},"guilds_started",{"micros":340,"calls":[]},"guilds_connect",{"micros":2,"calls":[]},"presence_connect",{"micros":21805,"calls":[]},"connect_finished",{"micros":21810,"calls":[]},"build_ready",{"micros":10,"calls":[]},"optimize_ready",{"micros":1,"calls":[]},"split_ready",{"micros":1,"calls":[]},"clean_ready",{"micros":0,"calls":[]}]}]}]']}}
[2022-08-29 18:20:39] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2022-08-29 18:20:39] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: 357ce379ce4b23c95a7bdd4cde2a775c).
[2022-08-29 18:20:39] [DEBUG   ] discord.client: Dispatching event connect
